 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 37 529 1 3 ZTF_g 1187479000315 0 2.8329 74.8623 3.97145 26.0722 1.95873e-05 0.0344047 -0.0617757 3.31796e-05 356 30. 0.088927 0.066592 20.4237 26.0722 1 2458941.9790046 529120103 -11.5553794036488 24.9121969227096 -0.515973007177393 1.02822384354077 -64.0133308134984 38.2209323080044 -1.68610393279267 1.08066105179293 0.30880444540716 19.2250000953674 0.0860000029206276 6.22800016403198 0.40599998831749 2458167.041771 2458311.731308 0
 38 478 15 1 ZTF_g 1189408875715 0 2.0658 149.811 10.3282 26.2665 2.35627e-05 0.0365972 -0.0496802 4.43023e-05 318 30. 0.063227 0.058132 19.9617 26.2665 1 2458943.9088773 478120157 null null null null null null null null null null null null null 2458202.855613 2458348.652222 56,57
 39 529 1 3 ZTF_g 1189409320315 0 2.2102 76.0279 8.96226 26.089 2.28774e-05 0.0354495 -0.0510645 4.35468e-05 324 30. 0.069966 0.064643 19.7777 26.089 1 2458943.9093287 529120103 -0.356317483360861 43.5206064890424 -0.00910745417008128 0.900376577312867 -100.026909776763 78.3662173481544 -1.28500009540807 1.04663374945117 0.30880444540716 19.2250000953674 0.0860000029206276 6.22800016403198 0.40599998831749 2458167.041771 2458311.731308 0
 40 530 4 2 ZTF_g 1189420841415 0 1.989 86.5883 9.03475 26.1056 2.67549e-05 0.03712 -0.0445951 5.0779e-05 312 30. 0.059544 0.058119 19.8934 26.1056 1 2458943.9208449 530120114 -19.1624186867253 39.8500415173321 -0.534904618711702 0.974345429283266 -131.589828947863 74.2035132958948 -1.78530757012236 1.04268705479708 0.352300300200036 19.2009999275208 0.090999998152256 5.86600017547607 0.514999985694885 2458167.004965 2458315.670671 0
 41 529 1 3 ZTF_r 1190395550315 0 2.1974 146.62 10.8386 25.9943 1.53518e-05 0.0306636 0.101906 2.57294e-05 365 30. 0.069599 0.062969 19.4799 25.9943 1 2458944.8955556 529120203 -27.7739151480881 55.9948947902609 -0.551751436423733 0.931255130714098 -123.007704650679 96.693200109892 -1.28071227840218 1.06426417072667 0.322233914824088 18.7959999084473 0.108000002801418 6.91099977493286 0.735000014305115 2458186.858426 2458279.736134 0
 42 529 1 3 ZTF_i 1200316530315 0 2.1428 176.611 4.5431 25.3012 3.4238e-06 0.0219699 0.184099 1.54626e-05 365 30. 0.074915 0.063107 19.8237 25.3012 2 2458954.8165394 1000529130303 -4.38735305916016 23.1969749681118 -0.210390454405069 0.913121628647821 -60.5439444259495 42.2976085800842 -1.44102027091309 1.04201226634851 0.705715034165907 18.8830000495911 0.105999998748302 5.94700002670288 0.379999995231628 2458173.977037 2458955.873009 0
 43 529 1 3 ZTF_i 1200333480315 0 1.9597 177.191 4.60642 25.3024 5.0423e-06 0.0264928 0.184733 2.32443e-05 364 30. 0.071643 0.062958 19.9001 25.3024 2 2458954.8334838 1000529130303 -40.3172355488607 21.2208491131283 -2.11340528762532 1.02555920288339 9.87677235463193 40.3707707158876 0.246299310327173 1.04101439389752 0.705715034165907 18.8830000495911 0.105999998748302 5.94700002670288 0.379999995231628 2458173.977037 2458955.873009 0
 44 530 4 2 ZTF_i 1200347321415 0 1.8991 177.242 5.07823 25.3167 3.7982e-06 0.0221586 0.184584 1.8529e-05 347 30. 0.07536 0.06025 19.7826 25.3167 2 2458954.8473264 530120314 -26.4018842350878 20.6724346955554 -1.42068598077376 1.04075648035997 -18.8699466157732 39.3446112001608 -0.482837069993297 1.03957369079687 0.498278306178327 18.785 0.101999998092651 5.20300006866455 0.619000017642975 2458173.981979 2458295.827431 0
 45 530 4 2 ZTF_i 1200372591415 0 1.99 177.455 4.93401 25.3193 5.084e-06 0.0257053 0.177731 2.41877e-05 346 30. 0.076464 0.060665 19.8001 25.3193 2 2458954.8725926 530120314 8.19455118077632 20.2249342489106 0.450705496795796 1.05225603422738 21.4220658842375 37.8119379362688 0.570358090792226 1.04502806024142 0.498278306178327 18.785 0.101999998092651 5.20300006866455 0.619000017642975 2458173.981979 2458295.827431 0
 46 529 1 3 ZTF_g 1200378040315 0 2.9395 75.7873 4.68026 26.0981 1.94558e-05 0.0340353 -0.0652762 3.34481e-05 354 30. 0.07863 0.069386 20.2377 26.0981 1 2458954.878044 529120103 -23.6907870683942 29.4731114286257 -0.894145724809751 1.02468848185987 -49.0060202798828 45.1675510786895 -1.09229031611816 1.07148967923258 0.30880444540716 19.2250000953674 0.0860000029206276 6.22800016403198 0.40599998831749 2458167.041771 2458311.731308 0
