# #JD, Flux, Err, Zp
2.458383623518500011e+06 -9.213490761644749227e+01 3.055992738959860588e+01 2.608729999999999905e+01
2.458384645578700118e+06 -7.340141914121359434e+01 2.775307685905888633e+01 2.606450000000000244e+01
2.458385688437500037e+06 -1.693801202597412470e+01 3.878028479899034409e+01 2.608500000000000085e+01
2.458386696724500041e+06 -4.396885441568730357e+01 3.788848284586244830e+01 2.606615000000000038e+01
2.458387633657400031e+06 -9.471507886187539782e+01 2.965145269844850517e+01 2.610804999999999865e+01
2.458388683182850014e+06 -8.618185674326328183e+01 3.604643222313381301e+01 2.606705000000000183e+01
2.458389618958349805e+06 -6.189299217951504772e+01 2.198468595825147887e+01 2.594599999999999795e+01
2.458390712835649960e+06 -7.299626509561200294e+00 3.319216870077156756e+01 2.605154999999999887e+01
2.458400670428249985e+06 -1.731070619395860177e+01 2.520528522271034433e+01 2.597679999999999723e+01
2.458424593657399993e+06 2.233292257679379844e+01 5.730809889344379826e+01 2.581050000000000111e+01
2.458431638368099928e+06 -5.513643111305380273e+01 1.093597906057150055e+02 2.592170000000000130e+01
2.458482047210600227e+06 -2.324096119073720104e+02 6.030986288654639793e+01 2.600280000000000058e+01
2.458504010590299964e+06 1.026681357905169989e+02 1.288286606399620098e+02 2.435490000000000066e+01
2.458512047395799775e+06 5.201194591923179456e-01 4.022556080147349888e+01 2.580229999999999890e+01
2.458527028182900045e+06 -7.817674139496099883e+01 3.514202241273270033e+01 2.604919999999999902e+01
2.458539006006900221e+06 -5.545823439561029744e+01 6.139644021790920192e+01 2.566039999999999921e+01
2.458540015150450170e+06 1.228500079232965092e+01 5.752067554797290683e+01 2.288759999999999906e+01
2.458541018356500193e+06 -5.430584984690310080e+01 2.436219696698866244e+01 2.613750000000000284e+01
2.458542015329849906e+06 -3.167107281534305230e+01 2.075577715149134050e+01 2.614110000000000156e+01
2.458543959727999754e+06 -1.852943326289846482e-02 2.159274348874957994e+01 2.359525000000000006e+01
2.458548027338000014e+06 -8.149860980764819374e+01 2.659689479883790142e+01 2.612910000000000110e+01
2.458557008258099668e+06 -7.200318679800174948e+01 2.168307284183284267e+01 2.612225000000000108e+01
2.458557972262700088e+06 -1.111789106407952943e+02 3.160254818253071107e+01 2.596189999999999998e+01
2.458559006782399956e+06 8.858854107976329217e+00 2.838122448211600002e+01 2.611680000000000135e+01
2.458560929635399953e+06 -4.729415873671565151e+01 3.082333911781753599e+01 2.611684999999999945e+01
2.458561889386599883e+06 -1.408679253162685541e+02 4.266786975048572828e+01 2.604905000000000115e+01
2.458568996730349958e+06 -5.428549484204435061e+01 2.793215000856602259e+01 2.593489999999999895e+01
2.458569975613399874e+06 6.535476387169101287e+00 4.969623322405855248e+01 2.329860000000000042e+01
2.458572943055549636e+06 -5.002066113085199817e+01 1.736794353223916687e+01 2.603860000000000241e+01
2.458573938252300024e+06 -5.432300322329309950e+01 1.931026003625549237e+01 2.607789999999999964e+01
2.458574877743049990e+06 -1.719953022925120223e+01 2.552764187901184911e+01 2.535900000000000176e+01
2.458575931400449947e+06 -3.604755793530819830e+01 1.544406662728464497e+01 2.597139999999999915e+01
2.458577931695600040e+06 -1.808380068485600134e+01 2.434469939267685845e+01 2.361529999999999774e+01
2.458580965625000186e+06 6.780329219664015916e+00 2.442934155479828107e+01 2.581965000000000288e+01
2.458581930619199760e+06 -6.583096679844635446e+01 2.112470278807514745e+01 2.589999999999999858e+01
