mjd,m,em,f,ef,band,det,zp,f_counts,ef_counts
58271.20839,20.47815944397108,nan,7.502577681713609,4.6748342591864605,ztfg,False,30,2066.38148,1287.55627
58271.20885,20.46825370458516,nan,9.830114095893839,4.71768037427377,ztfg,False,30,2707.43824,1299.35707
58271.20931,20.437925126078284,nan,2.5296801937890945,4.851320256667663,ztfg,False,30,696.73178,1336.16455
58271.20977,20.406421544786003,nan,7.41893996501971,4.994147647698488,ztfg,False,30,2043.34574,1375.50248
58271.21022,20.35598474196921,nan,2.892457765161067,5.231618885728678,ztfg,False,30,796.64902,1440.90749
58271.21067,20.325430421224475,nan,12.010415278842725,5.380936006526072,ztfg,False,30,3307.94305,1482.03284
58271.21113,20.39554836542448,nan,7.484988873659548,5.044413153911608,ztfg,False,30,2061.53712,1389.34675
58271.21159,20.349022382096486,nan,7.222193231771588,5.265274805401452,ztfg,False,30,1989.15719,1450.1771
58271.21205,20.330340111029777,nan,12.878128151453277,5.35665839300801,ztfg,False,30,3546.93102,1475.34623
58271.2125,20.519944815651257,nan,8.928259287326398,4.4983378413650845,ztfg,False,30,2459.0468,1238.94512
58271.21295,20.55718986081122,nan,7.042231596995486,4.346643793774331,ztfg,False,30,1939.59164,1197.16511
58271.21341,20.456277513898996,nan,7.225411591956875,4.770006711525766,ztfg,False,30,1990.0436,1313.76894
58271.21387,20.363067779565068,nan,8.521523746939993,5.197600360002603,ztfg,False,30,2347.02253,1431.53801
58271.21433,20.357795757247047,nan,14.420636475054303,5.222899784090206,ztfg,False,30,3971.77309,1438.50605
58271.21478,20.487351167870038,nan,3.4093693775752643,4.635424677887549,ztfg,False,30,939.0183,1276.70197
58271.21524,20.38485208115676,nan,5.899326000163682,5.0943545040374305,ztfg,False,30,1624.8093,1403.10174
58271.21569,20.466641460283114,nan,6.410350664997838,4.724691012125521,ztfg,False,30,1765.55718,1301.28796
58271.21616,20.474639034335187,nan,3.119153899452039,4.690016622201311,ztfg,False,30,859.08632,1291.73784
58271.22704,20.652803686949607,nan,-0.4709599454932169,3.980233227078524,ztfg,False,30,-129.71314,1096.24726
58271.2275,20.65251164389094,nan,0.6205076208553912,3.981303980569846,ztfg,False,30,170.90199,1096.54217
58271.22795,20.61530759441515,nan,2.753788598168109,4.120092418703797,ztfg,False,30,758.45636,1134.76768
58271.22841,20.60255390308175,nan,-4.201094769644951,4.168774795674702,ztfg,False,30,-1157.07758,1148.17592
58271.22887,20.658804445906437,nan,3.4127921870131934,3.958295542700038,ztfg,False,30,939.96102,1090.20512
58271.22932,20.617881484560186,nan,0.8806282851748329,4.110336729218957,ztfg,False,30,242.54517,1132.08074
58271.22978,20.587900415195076,nan,0.7878856601014652,4.225419474386717,ztfg,False,30,217.00173,1163.77716
58271.23023,20.454213933645192,nan,5.336126692088816,4.779081339195468,ztfg,False,30,1469.69133,1316.2683
58271.23069,20.521108104157225,nan,3.3265909214057854,4.493520775889034,ztfg,False,30,916.21922,1237.61839
58271.23116,20.399200374277495,nan,2.2590723103200627,5.027474146652169,ztfg,False,30,622.20018,1384.68136
58271.23207,20.413377775111556,nan,2.632205121968717,4.96225280182257,ztfg,False,30,724.96949,1366.71791
58271.23252,20.36846057817089,nan,4.08182686004766,5.171848141272897,ztfg,False,30,1124.22847,1424.44526
58271.23299,20.390594971836173,nan,-2.766704845811917,5.067479575346764,ztfg,False,30,-762.01379,1395.69977
58271.23344,20.38249505043417,nan,7.163707275320418,5.10542587946934,ztfg,False,30,1973.04882,1406.15105
58271.23389,20.246106283262442,nan,-3.892754217180769,5.788785833462567,ztfg,False,30,-1072.15354,1594.36401
58271.23435,20.340713384958292,nan,8.053908658026346,5.305723842863364,ztfg,False,30,2218.23064,1461.31769
58271.2348,20.349588795633384,nan,2.764894829093277,5.262528700842004,ztfg,False,30,761.51527,1449.42076
58271.23527,20.439256878158623,nan,8.619736106600667,4.845373328592974,ztfg,False,30,2374.07246,1334.52663
58271.23572,20.42342384924668,nan,-1.0555806046448821,4.916549952292523,ztfg,False,30,-290.73104,1354.1303
58271.23618,20.3729471811682,nan,4.310069597928536,5.150520536949841,ztfg,False,30,1187.09174,1418.57115
58271.23663,20.274776303390297,nan,5.033778670303003,5.637927337399256,ztfg,False,30,1386.41777,1552.81413
58271.23708,20.470516009986255,nan,0.9693437936959124,4.707860565204458,ztfg,False,30,266.97945,1296.65247
58271.23755,20.375718042780246,nan,-0.3298208311092686,5.137392868954741,ztfg,False,30,-90.8402,1414.95549
58271.23846,20.22192902423045,nan,17.374905628570183,5.919136918528547,ztfg,False,30,4785.44638,1630.26568
58271.23937,20.27762248287551,nan,-4.299966115975032,5.623167270469909,ztfg,False,30,-1184.30901,1548.74887
58271.23983,20.59610658622451,nan,2.1805060678951933,4.1936034527564905,ztfg,False,30,600.56124,1155.0143
58271.24029,20.3047168420104,nan,0.6024357737572643,5.484578525266083,ztfg,False,30,165.92459,1510.57836
58271.24074,20.19520431936151,nan,8.506189871452888,6.0666406096735885,ztfg,False,30,2342.79923,1670.89157
58271.24166,20.406959343345108,nan,0.5705472817473051,4.991674505220616,ztfg,False,30,157.14177,1374.82132
58271.24212,20.474581712135432,nan,2.740173534192285,4.690264241434663,ztfg,False,30,754.70646,1291.80604
58271.2475,20.057007565555104,nan,4.372438892022306,6.890122914266185,ztfg,False,30,1204.26967,1897.69743
58271.24795,20.120276640332712,nan,11.72508341840299,6.5000895453240926,ztfg,False,30,3229.35613,1790.27332
58271.24841,20.348459010166952,nan,9.917893117188251,5.26800758499629,ztfg,False,30,2731.61459,1450.92977
58271.24887,20.33671065539007,nan,4.5044386419193865,5.325320291021276,ztfg,False,30,1240.62542,1466.715
58271.24933,20.152912982306443,nan,16.21960919434763,6.307609560144406,ztfg,False,30,4467.25132,1737.25993
58271.24978,20.058317545627528,nan,4.917792950013028,6.881814744370103,ztfg,False,30,1354.47265,1895.40917
58271.25023,20.222788287950323,nan,-1.4744328221828804,5.914454300856177,ztfg,False,30,-406.09252,1628.97598
58271.25069,20.343790919030752,nan,8.935140342620402,5.29070599051513,ztfg,False,30,2460.942,1457.18143
58271.25115,20.43772888215993,nan,-3.3647909444730355,4.85219719909335,ztfg,False,30,-926.74038,1336.40608
58271.25161,20.22389740126666,nan,4.905845830313012,5.908415586649241,ztfg,False,30,1351.18214,1627.31278
58271.25206,19.992966501216287,nan,12.295809189322021,7.308754852348354,ztfg,False,30,3386.54706,2012.99824
58271.25252,20.03592186548772,nan,2.485196487751355,7.02524135942252,ztfg,False,30,684.47995,1934.91214
58271.25297,20.305451111907463,nan,10.8415008034043,5.480870626939548,ztfg,False,30,2985.99727,1509.55712
58271.25343,20.411772273752707,nan,3.7326301870065577,4.9695960191724895,ztfg,False,30,1028.05172,1368.7404
