mjd,m,em,f,ef,band,det,zp,f_counts,ef_counts
58279.31763,21.195478133023485,nan,1.1527063079954345,2.414564118055906,ztfg,False,30,317.48168,665.02618
58281.29606,20.429242225400863,nan,8.124091900168045,4.890273013158063,ztfi,False,30,2237.56071,1346.89303
58282.29103,20.995780665627635,nan,3.824550258746844,2.9021357922499917,ztfg,False,30,1053.36861,799.31457
58285.29741,19.227414520170804,nan,10.875769380986695,14.79327012699326,ztfr,False,30,2995.43562,4074.40492
58285.47654,19.73793621918084,nan,0.744809970760124,9.243905732716469,ztfi,False,30,205.1377,2545.98305
58288.29909,21.084392543662375,nan,2.616744568548302,2.674687069767092,ztfr,False,30,720.7113,736.66999
58288.33926,21.15777513673632,nan,3.292205360074145,2.49988448368683,ztfg,False,30,906.74865,688.52536
58290.17578,20.075094780410765,nan,-1.9889652930275854,6.776291553921994,ztfi,False,30,-547.80653,1866.34567
58291.25409,20.328498680578004,nan,3.022071366082199,5.365751101964839,ztfr,False,30,832.34757,1477.85057
58294.19304,20.45467638227557,nan,-1.5648287648648525,4.777046214082871,ztfg,False,30,-430.98963,1315.70778
58294.33819,19.840745398684298,nan,13.53932901607022,8.408757657608499,ztfi,False,30,3729.04086,2315.96417
58297.29435,19.825207986510332,nan,-3.742694057144287,8.529956198454224,ztfr,False,30,-1030.82354,2349.34502
58300.31715,20.389553018787478,nan,-0.29242077792009374,5.072345039127516,ztfr,False,30,-80.53937,1397.03983
58302.17554,20.045853636575615,nan,6.924699926656107,6.96127100003063,ztfi,False,30,1907.22073,1917.29324
58303.29983,20.535875083861363,nan,3.668445502638938,4.43281862729935,ztfr,False,30,1010.37379,1220.89963
58306.19021,20.261812053438355,nan,-4.941482050312115,5.705650616796471,ztfr,False,30,-1360.99717,1571.46667
58306.21426,21.189218341676618,nan,0.09957186912895494,2.4285254495725637,ztfg,False,30,27.42437,668.87145
58311.18919,20.747525686870155,nan,4.448470668085853,3.6477051044538618,ztfr,False,30,1225.21056,1004.66141
58311.25561,21.35476768830153,nan,-0.6716930942436883,2.085080949537573,ztfg,False,30,-184.99964,574.27898
58312.17324,19.98729960965111,nan,2.875181458388747,7.347001894023697,ztfi,False,30,791.89073,2023.53235
58314.20751,20.747586726444293,nan,0.6701260130514951,3.6475000379685274,ztfr,False,30,184.56803,1004.60493
58314.24757,20.95560099196336,nan,-5.654274454813808,3.011546677277356,ztfg,False,30,-1557.3165,829.44883
58320.19059,20.446211192473513,nan,0.4321282392262779,4.814437117705066,ztfg,False,30,119.018,1326.00609
58324.16951,20.189915114643156,nan,2.2272227402775746,6.096266580785247,ztfr,False,30,613.42808,1679.05124
58324.25321,20.102012671928367,nan,-3.9199099504389947,6.610357185637298,ztfg,False,30,-1079.63285,1820.64355
58325.29569,19.433691994283624,nan,-11.025941695834295,12.233569623017221,ztfi,False,30,-3036.79651,3369.40486
58327.1691,20.124691284760317,nan,-4.5770036034847665,6.473713594804097,ztfg,False,30,-1260.61147,1783.00878
58327.27494,19.715746538607576,nan,3.3653804743105655,9.434771363941232,ztfr,False,30,926.90275,2598.55181
58330.16921,20.799355850422728,nan,-2.7325710064956485,3.477664287061909,ztfg,False,30,-752.61255,957.82828
58330.29566,20.10551080428652,nan,0.1904399585133501,6.589093555667493,ztfr,False,30,52.45152,1814.78706
58331.31657,19.59347319916172,nan,-6.093402403242388,10.559435846685775,ztfi,False,30,-1678.26238,2908.31013
58333.16488,20.767200499038616,nan,-1.310599804447971,3.5821997236620158,ztfr,False,30,-360.96916,986.61973
58333.18757,21.14244822552314,nan,0.14795078546168458,2.53542463323264,ztfg,False,30,40.74903,698.31393
58336.15593,19.52054040943838,nan,2.1548729750752575,11.29311711198914,ztfi,False,30,593.5013,3110.38273
58336.2069,20.806229343287015,nan,1.1537312773440505,3.455717707271081,ztfr,False,30,317.76398,951.78369
58336.23613,21.037924568193176,nan,-0.5600803949687816,2.7916448589331027,ztfg,False,30,-154.25895,768.88284
58340.15375,19.586827667562332,nan,24.662713781782738,10.624265829680137,ztfi,False,30,6792.67542,2926.16579
58340.18481,20.60612127745123,nan,7.153638394705532,4.155100041666675,ztfr,False,30,1970.27562,1144.40958
58343.16289,20.73042223894015,nan,1.7667814564934912,3.705621863438569,ztfr,False,30,486.61202,1020.61301
58343.17222,21.099061355543125,nan,2.8037971177340637,2.6387937905052135,ztfg,False,30,772.22985,726.78416
58346.16029,20.893401747594112,nan,0.01272265442500456,3.189108511342649,ztfg,False,30,3.50411,878.35342
58346.18208,20.748375091530157,nan,-2.0138344333124802,3.6448525091009496,ztfr,False,30,-554.65606,1003.87574
58349.16487,20.473876098571694,nan,-9.746980440463378,4.693313407246428,ztfg,False,30,-2684.54133,1292.64585
58350.22284,20.062226342282223,nan,4.267480578411809,6.857083827900659,ztfi,False,30,1175.36175,1888.59771
58352.14899,20.336263754641895,nan,11.981468408924707,5.3275127015471995,ztfg,False,30,3299.97042,1467.31884
58352.22934,20.142554933330352,nan,-0.10487876320869663,6.3680728396818544,ztfr,False,30,-28.88601,1753.9129
58356.21395,20.097933693589233,nan,8.087728216978407,6.635238198574584,ztfr,False,30,2227.54532,1827.49635
58359.13477,18.300066160212523,nan,-34.383590180881335,34.75389875357316,ztfg,False,30,-9470.0271,9572.01855
58359.24373,18.604536715262828,nan,-58.631986698953575,26.255198710388708,ztfr,False,30,-16148.59007,7231.28219
58362.15389,20.682821717418477,nan,2.1941629221551215,3.871696525083629,ztfr,False,30,604.32265,1066.35377
58362.19162,21.057141147390617,nan,3.273730096949363,2.7426698773578564,ztfg,False,30,901.66014,755.39401
58363.13366,19.73799403463893,nan,-18.169896544664468,9.243413507797618,ztfi,False,30,-5004.40506,2545.84748
58365.21654,20.8887418719982,nan,-0.16806265922614833,3.202825273481614,ztfg,False,30,-46.2883,882.13133
58367.1383,19.630202131221253,nan,3.065913694736187,10.208199364825168,ztfi,False,30,844.42275,2811.57157
58369.12847,20.450092676177444,nan,-12.787312962541462,4.797256336768955,ztfr,False,30,-3521.91844,1321.27411
58369.22693,20.754095302036482,nan,0.0,3.6257000690962156,ztfg,False,30,0.0,998.60072
58373.12671,20.372780449786426,nan,1.600966032579537,5.1513115387999635,ztfr,False,30,440.94266,1418.78901
58373.20446,20.561378726647824,nan,-1.1033602243404084,4.329906367450901,ztfg,False,30,-303.89064,1192.55524
58379.12396,19.72689654007312,nan,-2.51479432031377,9.338376500407128,ztfi,False,30,-692.63187,2572.00246
58387.18322,19.409024452880328,nan,-13.557602625643382,12.514693408802172,ztfg,False,30,-3734.07383,3446.83278
58476.53438,19.895867055532577,nan,15.937897875654448,7.992509726341755,ztfr,False,30,4389.66158,2201.31997
58480.5301,19.700401610166903,nan,-8.684538132584812,9.569061628054635,ztfg,False,30,-2391.92042,2635.53842
58492.548,20.753116993648078,nan,1.13982077675506,3.628968497745256,ztfg,False,30,313.93271,999.50092
58502.48266,19.14723887715519,nan,-33.39508940870501,15.927017043585682,ztfg,False,30,-9197.77138,4386.66475
58505.49566,19.108017317534692,nan,-6.376483688051826,16.512889269099947,ztfg,False,30,-1756.22944,4548.02736
58507.53238,20.14228831607139,nan,-2.39464122641895,6.369636798402777,ztfg,False,30,-659.53896,1754.34365
58508.515,20.09078293596847,nan,-5.4332936047985845,6.6790827056969,ztfr,False,30,-1496.45332,1839.57213
58511.51508,19.776296962356305,nan,5.995252892392995,8.923006528184624,ztfg,False,30,1651.22976,2457.60007
58511.54419,19.951842528424685,nan,-6.326699514415913,7.590895002532022,ztfr,False,30,-1742.51774,2090.70609
58522.51339,20.983675807128492,nan,-3.7738030931862654,2.9346727053579644,ztfg,False,30,-1039.39168,808.27598
58526.52543,20.337462417684485,nan,-3.8383319392420017,5.32163432260925,ztfr,False,30,-1057.1644,1465.6998
58526.54841,20.44832305168424,nan,-3.1415067272783492,4.805081685467804,ztfg,False,30,-865.2428,1323.42939
58538.50134,19.322359000269866,nan,-2.2616445731068864,13.554590312254174,ztfr,False,30,-622.90864,3733.24417
58538.52358,20.181949178940485,nan,0.2966347707471719,6.141158749634604,ztfg,False,30,81.7,1691.41557
58541.54344,20.238888587897613,nan,8.970067979487814,5.827396388886345,ztfr,False,30,2470.56187,1604.99824
58547.45554,19.873385169036013,nan,-4.669235522966295,8.159732622335024,ztfi,False,30,-1286.01425,2247.37698
58547.51861,20.65538269967121,nan,-1.9165039176312322,3.9707899662598134,ztfr,False,30,-527.84901,1093.64637
58561.45742,18.696887309082072,nan,-8.229324337709894,24.11432290263411,ztfi,False,30,-2266.54413,6641.63603
58568.40013,20.47637940463601,nan,2.7314543236303974,4.682504827710561,ztfg,False,30,752.30499,1289.66892
58568.46566,20.002850996228872,nan,-2.1292647531020727,7.242518232354201,ztfi,False,30,-586.44821,1994.75516
58568.49995,20.0017520050053,nan,4.305276640835321,7.249852881062028,ztfr,False,30,1185.77165,1996.77529
58572.41144,19.489097745608184,nan,-15.755516725029166,11.624944748122735,ztfi,False,30,-4339.42964,3201.77565
58572.45589,20.71010073156259,nan,-0.5626237204346406,3.7756323893496138,ztfr,False,30,-154.95944,1039.89551
58575.41161,21.013397915124436,nan,2.2396532984075166,2.8554254737335687,ztfr,False,30,616.85174,786.44948
58575.50141,20.542631184256052,nan,0.6474284789199861,4.405320620358894,ztfg,False,30,178.31661,1213.32605
58580.49966,20.447085025432145,nan,-5.112917813590494,4.810563873632389,ztfr,False,30,-1408.2145,1324.93931
58581.50745,19.815989059616346,nan,-5.476636701127264,8.602691951936567,ztfi,False,30,-1508.391,2369.37811
58583.37784,20.734109908075496,nan,2.3213522145967476,3.693057184275195,ztfg,False,30,639.35349,1017.15241
58586.37832,20.43070496750226,nan,-1.3190396264467128,4.883689100944085,ztfr,False,30,-363.29368,1345.07967
58586.41632,21.100024356115306,nan,1.3483731744930607,2.6364543333671073,ztfg,False,30,371.37281,726.13982
58586.50756,20.02524796599355,nan,-6.83762680171578,7.09464728775676,ztfi,False,30,-1883.2388,1954.02812
58589.33766,19.034037951529065,nan,12.524430980692077,17.677254521743325,ztfr,False,30,3449.51473,4868.72018
58591.30861,18.769892975362836,nan,23.679401467624682,22.546171465258833,ztfi,False,30,6521.84872,6209.73126
58592.45359,19.794018712250093,nan,7.526431510526145,8.778544414520002,ztfg,False,30,2072.95137,2417.8119
58596.37985,19.859624824673933,nan,-4.324303746295549,8.263805098107493,ztfi,False,30,-1191.01215,2276.04092
58597.382,20.529968804677015,nan,-2.0277932958983658,4.456998354973849,ztfr,False,30,-558.50065,1227.55928
58597.46479,20.88902551232183,nan,-2.7143977516968243,3.2019886690278128,ztfg,False,30,-747.60722,881.90091
58598.38792,20.715854307767785,nan,-5.178224263916132,3.755677328997005,ztfr,False,30,-1426.20139,1034.39943
58598.3897,21.06665187405516,nan,3.5591856943901634,2.7187498231081313,ztfg,False,30,980.28114,748.80588
58598.47059,20.75425419461306,nan,-0.3647554027675272,3.62516950313478,ztfr,False,30,-100.46198,998.45459
58599.21169,21.167003428651505,nan,0.9279027180649518,2.478726582046574,ztfg,False,30,255.56563,682.69799
58599.38469,21.108333378132993,nan,-1.6661770296845757,2.616354840564312,ztfr,False,30,-458.90326,720.60396
58600.39147,21.461025748917017,nan,-1.466175555830077,1.8906872525468041,ztfg,False,30,-403.81828,520.73851
58605.37707,20.78713400864193,nan,-3.7392561073514736,3.517032586385993,ztfr,False,30,-1029.87665,968.67121
58605.4647,20.18641157294188,nan,11.761667635203098,6.115970282200539,ztfi,False,30,3239.43226,1684.47809
58608.2952,21.014698416525626,nan,0.1458280133066657,2.8520072753869354,ztfg,False,30,40.16437,785.50803
58608.33969,20.48188080921279,nan,-1.142151265865213,4.658838673944537,ztfr,False,30,-314.57458,1283.15072
58612.49145,20.21568335246463,nan,-5.10399941840776,5.953284736349924,ztfi,False,30,-1405.75817,1639.67077
58616.33561,20.01670311929484,nan,-0.2523432419238221,7.1507031264795495,ztfi,False,30,-69.5011,1969.46718
58616.35978,20.583999748300585,nan,-8.28096979468578,4.240627216557596,ztfr,False,30,-2280.76847,1167.96572
58619.26898,19.670936459829214,nan,-0.9009496912847044,9.832306579035373,ztfg,False,30,-248.14215,2708.0421
58627.43727,20.159678266423526,nan,-0.5051190550420974,6.268428681712194,ztfi,False,30,-139.12134,1726.46862
58632.30251,20.695988443485835,nan,-6.512218349282715,3.825027996851311,ztfr,False,30,-1793.61387,1053.50019
58632.30924,20.77963732362381,nan,0.7287247778542826,3.5414006789553047,ztfr,False,30,200.70747,975.38274
58632.3426,21.198599273454057,nan,-1.486529275886823,2.40763299429815,ztfg,False,30,-409.42416,663.11719
58633.27426,20.32932695031815,nan,2.7076362943140624,5.361659321210997,ztfi,False,30,745.74496,1476.7236
58633.28532,20.30128348498186,nan,6.206762088885627,5.501949522795087,ztfi,False,30,1709.48423,1515.36273
58633.35137,20.832027934466097,nan,1.2267262685574998,3.374572957116846,ztfr,False,30,337.86847,929.43457
58635.21601,21.470858893268442,nan,-0.2846203726836074,1.8736412461846244,ztfg,False,30,-78.39096,516.04365
58635.28801,20.858398303894898,nan,-1.0663230313591707,3.2935986358015197,ztfr,False,30,-293.68975,907.13239
58637.28488,20.446402325829787,nan,5.8447872467849455,4.813589657217427,ztfi,False,30,1609.78808,1325.77268
58638.26909,20.873541798567615,nan,0.5682926033349882,3.2479794757630973,ztfr,False,30,156.52078,894.56783
58638.34936,20.974731565128316,nan,2.038298269564835,2.958948249331116,ztfg,False,30,561.39396,814.96202
58641.23359,20.457112048083914,nan,-4.498410892669704,4.766341729025306,ztfg,False,30,-1238.96524,1312.75952
58641.26751,19.530434344565347,nan,7.711133782847767,11.190674348373312,ztfi,False,30,2123.8226,3082.16765
58644.21308,20.911241914156875,nan,2.369838638341495,3.1371351585755005,ztfg,False,30,652.70776,864.03877
58644.2726,20.501925515785107,nan,1.5221382650318172,4.573616956621093,ztfr,False,30,419.23169,1259.67871
58645.2215,20.452518876521705,nan,-3.9147392106297922,4.786548293546453,ztfg,False,30,-1078.20871,1318.32487
58645.25541,20.043367912324612,nan,8.293984109712179,6.97722664668653,ztfi,False,30,2284.35291,1921.68779
58647.21546,20.490238719229673,nan,1.4696440404872957,4.6231129915127385,ztfg,False,30,404.77358,1273.31105
58647.25374,20.489054036597924,nan,-4.0734956346951,4.628160175859904,ztfr,False,30,-1121.93386,1274.70116
58650.21154,20.126671543268163,nan,2.5805748416555203,6.4619170435733935,ztfg,False,30,710.74933,1779.75974
58650.25325,20.045014051635654,nan,9.049423299449115,6.966656137431174,ztfr,False,30,2492.41814,1918.77643
58652.25323,19.8850394436259,nan,4.717363516055372,8.072614584639325,ztfi,False,30,1299.2698,2223.38268
58653.20725,20.513991979891706,nan,0.7258102413852265,4.5230689030657505,ztfr,False,30,199.90474,1245.75662
58653.27483,20.455389549022293,nan,0.9464811679728996,4.77390943753649,ztfg,False,30,260.68256,1314.84384
58655.31291,20.35939433645781,nan,0.5098272334095233,5.215215527523441,ztfg,False,30,140.41808,1436.38963
58657.18685,20.258401140895565,nan,-2.168858523898169,5.72360348321605,ztfi,False,30,-597.35324,1576.4113
58657.21373,21.2927334174539,nan,1.0607215720535939,2.207682569218152,ztfg,False,30,292.14698,608.04627
58657.25487,20.92318173041619,nan,4.482168123888092,3.102825153787058,ztfr,False,30,1234.49161,854.58901
58660.20435,21.449670499440305,nan,0.3101511137999039,1.9105649046581354,ztfg,False,30,85.42271,526.21327
58660.2319,20.912684121730166,nan,-2.846891396671809,3.13297079851851,ztfr,False,30,-784.099,862.89181
58661.18662,20.267062898289588,nan,-0.1773542623413809,5.678123527303827,ztfi,False,30,-48.84742,1563.88508
58663.30481,20.777275754320144,nan,-5.421738028472832,3.5491119122215395,ztfr,False,30,-1493.27065,977.50659
