mjd,m,em,f,ef,band,det,zp,f_counts,ef_counts
58246.43324,20.310347859213415,nan,7.547563052699624,5.45620717037268,ztfr,False,30,2078.77148,1502.76424
58247.35994,21.343726268904692,nan,0.4832097996752998,2.106393413505745,ztfg,False,30,133.08703,580.14892
58247.41694,20.607011532514562,nan,1.112824398455073,4.151694442128542,ztfr,False,30,306.49729,1143.4716
58252.39775,21.01772864205979,nan,5.103575089085149,2.844058589072881,ztfr,False,30,1405.6413,783.31878
58252.42115,21.448459707814813,nan,-3.8772084856487044,1.9126967174567182,ztfg,False,30,-1067.87189,526.80042
58255.37721,21.04430969807622,nan,1.217275346791834,2.7752755937572093,ztfg,False,30,335.26547,764.37437
58256.29059,20.82564046578375,nan,6.2119805008434215,3.3944843391794657,ztfr,False,30,1710.9215,934.91862
58258.33676,21.112793220802196,nan,-0.4396706411970446,2.605629768981041,ztfg,False,30,-121.09535,717.65003
58261.27605,19.90342534761905,nan,13.65190768450984,7.937063531980731,ztfi,False,30,3760.0476,2186.04882
58261.42226,20.79885028483416,nan,3.7600993655494666,3.4792840145720447,ztfg,False,30,1035.61736,958.27439
58266.31407,19.777932536744878,nan,-11.6199686907665,8.909574854934265,ztfr,False,30,-3200.40513,2453.90068
58267.27056,19.109375701434928,nan,1.6827781565062454,16.492242617668612,ztfi,False,30,463.47559,4542.3408
58269.29457,19.648926316865467,nan,1.5047532889977042,10.033662043571722,ztfg,False,30,414.44347,2763.5
58269.35698,19.03398980638194,nan,16.53083632627065,17.678038407263575,ztfr,False,30,4552.97039,4868.93608
58272.35612,20.03224591888252,nan,12.975689040160276,7.049066831838977,ztfi,False,30,3573.80152,1941.47422
58272.37839,20.680882419340332,nan,-2.089073827829296,3.8786181725041557,ztfg,False,30,-575.37871,1068.26015
58275.33726,20.715672653083036,nan,-0.20183585311061375,3.756305744494201,ztfr,False,30,-55.59021,1034.57251
58278.29368,20.99377979627641,nan,-5.711189735600043,2.9074889787817164,ztfr,False,30,-1572.99227,800.78896
58278.35649,21.434418588172477,nan,-0.3255450060894631,1.9375930159801096,ztfg,False,30,-89.66254,533.65743
58280.38685,20.22807149843929,nan,-8.513437889736847,5.885744375676703,ztfi,False,30,-2344.7955,1621.06861
58281.27275,21.281100754006168,nan,-3.829851307269904,2.231463019955818,ztfg,False,30,-1054.82864,614.59595
58281.31538,20.632362344681034,nan,6.468559847047858,4.0558796320947375,ztfr,False,30,1781.58932,1117.08201
58284.33271,20.726403841545675,nan,1.054054333426045,3.7193620804198724,ztfr,False,30,290.31067,1024.39738
58284.36058,21.020847843824228,nan,-1.1285856531204486,2.8358996442573097,ztfg,False,30,-310.8383,781.07162
58286.19624,20.084115113422193,nan,-7.0581356502598025,6.720227110249309,ztfi,False,30,-1943.97198,1850.90424
58287.29421,21.057984544085897,nan,0.3530650518678449,2.7405402067197975,ztfr,False,30,97.24219,754.80745
58287.33914,21.35998542656956,nan,4.64731886080718,2.075084684533643,ztfg,False,30,1279.9779,571.52578
58290.23269,20.662423239746555,nan,9.508063752389344,3.9451243779539755,ztfg,False,30,2618.73821,1086.57748
58293.29484,20.19755658764448,nan,0.0,6.053511344135047,ztfr,False,30,0.0,1667.27547
58293.34095,20.471071792870536,nan,-0.49474497101437326,4.705451251848615,ztfg,False,30,-136.26408,1295.98889
58294.33634,19.849740630066144,nan,2.304498784834818,8.339379613668862,ztfi,False,30,634.71167,2296.85587
58296.31072,20.040930922387123,nan,-0.5145704488092343,6.992904974324195,ztfr,False,30,-141.72447,1926.00596
58299.21008,20.29284551637637,nan,6.812861392831133,5.544875369823225,ztfg,False,30,1876.41784,1527.18549
58302.17742,20.029292576026705,nan,-0.6245543073148314,7.068267307070357,ztfi,False,30,-172.01654,1946.76247
58302.20987,21.203256918283333,nan,0.04336045145969732,2.3973267332510564,ztfg,False,30,11.94246,660.27861
58305.21088,21.117262222166,nan,-3.259500341826813,2.594926772543501,ztfg,False,30,-897.74094,714.70218
58305.33595,20.877721791845637,nan,3.733373807170533,3.235499067016236,ztfr,False,30,1028.25653,891.13044
58308.18581,19.608617278918324,nan,-6.948143622497974,10.413173011100715,ztfi,False,30,-1913.67766,2868.026
58308.22921,21.418605544391177,nan,-0.6049044140672573,1.9660193045831975,ztfg,False,30,-166.60451,541.48668
58308.23208,21.03031127795891,nan,-4.53683965491146,2.8112889429318004,ztfr,False,30,-1249.5494,774.29327
58311.19152,20.955908948211167,nan,10.317487166391965,3.0106926087691206,ztfr,False,30,2841.67193,829.2136
58311.25235,21.266459512549073,nan,3.2982345616360464,2.261758289153641,ztfg,False,30,908.40923,622.93996
58312.17515,20.035183249564575,nan,14.238238150837029,7.030022189708705,ztfi,False,30,3921.53642,1936.22889
58314.18897,20.879123480820894,nan,4.866034321607471,3.231324722312738,ztfr,False,30,1340.21714,889.98073
58319.18936,20.17760633748114,nan,4.846966115711444,6.165771992506496,ztfg,False,30,1334.96532,1698.19462
58319.25101,20.65873060236967,nan,4.193459492307774,3.9585647650776496,ztfr,False,30,1154.97465,1090.27927
58322.25179,20.487473210371547,nan,4.936906141280042,4.634903660878954,ztfr,False,30,1359.73686,1276.55847
58326.16538,19.789994305050705,nan,-10.195567116835802,8.811143486590952,ztfg,False,30,-2808.09236,2426.79043
58326.29188,19.729540114266868,nan,-0.8586747342853532,9.315666875776394,ztfr,False,30,-236.49866,2565.74771
58330.18683,21.250670908130466,nan,3.994813933448815,2.2948887259577466,ztfg,False,30,1100.26312,632.06484
58333.16112,20.589324364471935,nan,9.388065547592689,4.21988144481731,ztfr,False,30,2585.68796,1162.25186
58333.1723,21.121361738428384,nan,3.6324068832317344,2.5851473377538787,ztfg,False,30,1000.44793,712.0087
58336.22057,21.023802707649388,nan,4.486660706506595,2.8281921506950387,ztfr,False,30,1235.72897,778.9488
58336.2453,21.25546306155539,nan,-1.7794185697287923,2.284782012609555,ztfg,False,30,-490.09257,629.28122
58340.16994,20.333213510628113,nan,-17.042663284682426,5.342500745187137,ztfr,False,30,-4693.93924,1471.44689
58340.32381,20.067453324360155,nan,0.28896794192703557,6.8241515954066525,ztfg,False,30,79.58838,1879.52742
58343.16567,20.9308598861613,nan,1.4848539974343085,3.0809598671726928,ztfr,False,30,408.96275,848.56681
58343.18502,21.06826096646151,nan,0.835733538471288,2.714723541635369,ztfg,False,30,230.18013,747.69695
58344.32708,19.68659289578314,nan,6.781447407530952,9.691540999354173,ztfi,False,30,1867.76571,2669.27204
58346.16402,20.970573553098355,nan,2.4724490714030147,2.9703017727193877,ztfg,False,30,680.96902,818.08904
58346.1844,20.93472142563793,nan,-8.541764295567068,3.070021559847856,ztfr,False,30,-2352.59724,845.55415
58348.18487,20.132006277017865,nan,9.274213963800849,6.430244474082607,ztfi,False,30,2554.33063,1771.03639
58348.18579,20.063554731144137,nan,11.245951747746675,6.84869937530527,ztfi,False,30,3097.39231,1886.28844
58350.16924,20.56724567289629,nan,8.065543167521204,4.3065721396425465,ztfr,False,30,2221.43505,1186.12846
58353.24833,20.444244640439038,nan,-5.875328646596096,4.823165223679295,ztfr,False,30,-1618.19988,1328.41001
58356.22708,20.17735897660328,nan,7.841841301640115,6.167176886731624,ztfr,False,30,2159.82244,1698.58156
58359.22784,20.2932463397356,nan,-0.9898916152807385,5.542828735136291,ztfr,False,30,-272.63879,1526.6218
58362.15203,20.92450587973095,nan,0.5091196305885818,3.099043296460767,ztfr,False,30,140.22319,853.5474
58362.20684,20.83400191168817,nan,-4.794592505696718,3.3684432192415787,ztfg,False,30,-1320.54043,927.7463
58362.27443,20.20375131152669,nan,1.47267185730944,6.019071066940552,ztfi,False,30,405.60751,1657.78983
58365.15076,20.966506409923213,nan,2.8538628220936437,2.981449321927188,ztfr,False,30,786.01909,821.15933
58365.21242,19.31533805991318,nan,11.892329987085432,13.642525420804333,ztfg,False,30,3275.41966,3757.46351
58366.28082,19.99460251462377,nan,-1.8926975431204554,7.2977501380473,ztfi,False,30,-521.29219,2009.96729
58368.14793,20.93631485837058,nan,6.655775091509961,3.0655192830452904,ztfr,False,30,1833.15268,844.31412
58368.19073,21.041645057947044,nan,-3.2106333396650557,2.782095107320928,ztfg,False,30,-884.28185,766.25262
58371.12943,20.80670284154929,nan,3.507748026985023,3.454210969651591,ztfr,False,30,966.11403,951.3687
58371.20682,21.18146204669592,nan,2.2337310233327448,2.445936494611009,ztfg,False,30,615.22061,673.66685
58371.28064,19.721764074308343,nan,-2.500403285919291,9.382625149712208,ztfi,False,30,-688.66825,2584.18955
58374.12753,20.848692845327815,nan,3.540424688836277,3.323172287365487,ztfr,False,30,975.11393,915.27765
58374.19103,21.10665962190294,nan,-2.7361024125797586,2.6203912882226073,ztfg,False,30,-753.58518,721.71569
58377.14861,20.81165939896109,nan,-3.2946781031661567,3.4384778898432655,ztfr,False,30,-907.4297,947.03545
58379.146,20.082170120614308,nan,-0.9816413926421977,6.732276545345158,ztfi,False,30,-270.36649,1854.22293
58380.11582,20.591606088110016,nan,1.6308919061644367,4.21102248551214,ztfg,False,30,449.18493,1159.8119
58383.11145,19.95547489522452,nan,-15.678600418208589,7.565541842892314,ztfr,False,30,-4318.24513,2083.72325
58383.17086,20.185602328326496,nan,2.452140009947006,6.120530469952841,ztfg,False,30,675.37544,1685.73407
58386.23231,19.46834661409363,nan,23.051676072887297,11.84926330207985,ztfr,False,30,6348.95879,3263.55811
58389.11102,20.6899614917803,nan,-1.1081293998210355,3.846319874293777,ztfr,False,30,-305.20418,1059.36446
58389.12856,21.083405149237855,nan,-1.2593512280937547,2.677120600429189,ztfg,False,30,-346.85413,737.34024
58486.56387,19.92138154156703,nan,7.8050304152104175,7.806877756353088,ztfr,False,30,2149.68388,2150.19268
58486.56863,19.816171989402896,nan,1.4635606676796227,8.601242653265341,ztfr,False,30,403.09808,2368.97894
58486.5734,19.803271077331583,nan,-1.5494847231922133,8.704053759567731,ztfr,False,30,-426.76353,2397.29547
58486.57817,19.177676837628688,nan,-13.07346599661767,15.486713375800147,ztfr,False,30,-3600.73153,4265.39505
58487.5624,20.344601614959856,nan,8.021560944892714,5.286757008360229,ztfr,False,30,2209.32134,1456.09379
58487.56719,20.248957148352815,nan,3.687068901610066,5.773605903070684,ztfr,False,30,1015.5031,1590.18311
58487.57199,20.14894456868289,nan,5.6932879905705756,6.33070633490494,ztfr,False,30,1568.06172,1743.62131
58487.57678,19.54865575298495,nan,-16.855084163393833,11.004433605410211,ztfr,False,30,-4642.27566,3030.87269
58492.55638,19.40492277185289,nan,13.997723519936146,12.562060680750895,ztfg,False,30,3855.29319,3459.87881
58503.5115,16.562862730286913,nan,-35.15948293714009,172.14123069204913,ztfr,False,30,-9683.72571,47411.63186
58506.52753,18.845417436793657,nan,-19.487562428983157,21.031150002101985,ztfg,False,30,-5367.32038,5792.4597
58511.50442,19.487019604890186,nan,6.499240015291542,11.647216645850635,ztfg,False,30,1790.03934,3207.90984
58511.54557,19.72947508412286,nan,1.3350900001671018,9.316224854130965,ztfr,False,30,367.71432,2565.90139
58526.53988,19.926539738948364,nan,2.683564763899887,7.769876217636828,ztfr,False,30,739.11511,2140.00161
58540.47926,20.38615225901126,nan,-0.04336045145969732,5.088257624726119,ztfg,False,30,-11.94246,1401.42252
58543.55613,18.163337942491594,nan,6.2262439496094535,39.41802119352535,ztfi,False,30,1714.84998,10856.62454
58561.46431,18.503199691311853,nan,83.70164155960951,28.823725896030847,ztfi,False,30,23053.34637,7938.71332
58567.50154,20.023052525351446,nan,0.9214917762362652,7.109007714671223,ztfg,False,30,253.79991,1957.98331
58567.52303,20.147441606682733,nan,0.344588159599711,6.339475868085218,ztfr,False,30,94.90746,1746.03664
58572.47647,20.81644617040771,nan,-5.118379741999623,3.4233517676190997,ztfr,False,30,-1409.71884,942.86937
58572.48457,21.214205314128908,nan,0.4596605933507165,2.3732739376645076,ztfg,False,30,126.60104,653.65392
58575.4392,21.109737432966924,nan,1.7414243756107914,2.612973603563654,ztfr,False,30,479.6281,719.67269
58580.43892,20.589076642561686,nan,3.414140186907138,4.220844364126365,ztfg,False,30,940.33229,1162.51707
58580.48153,20.63560169968096,nan,5.216687337034062,4.043796721202238,ztfr,False,30,1436.795,1113.7541
58581.50285,19.939596463993436,nan,0.34607903070820795,7.676997692447561,ztfi,False,30,95.31808,2114.42074
58583.4203,20.774220700222827,nan,2.670460441823708,3.559112497854322,ztfg,False,30,735.50588,980.26098
58586.47667,21.010600694380216,nan,0.8519938076151397,2.8627914923853286,ztfg,False,30,234.65858,788.47825
58586.48725,20.733901779710482,nan,-4.4094723089917744,3.693765186481997,ztfr,False,30,-1214.46952,1017.34741
58586.503,20.425029895270306,nan,-1.4769227751746883,4.909282654563856,ztfi,False,30,-406.77831,1352.12872
58591.32029,19.035448999088622,nan,15.5950429780726,17.654295680335796,ztfi,False,30,4295.2315,4862.39679
58596.37461,19.785426587525414,nan,3.522717916722222,8.84829025652912,ztfi,False,30,970.23708,2437.0215
58597.42894,20.33383072226043,nan,-4.822575693841764,5.339464541261928,ztfr,False,30,-1328.24764,1470.61065
58598.44634,20.919551850500554,nan,-6.579623572303952,3.1132160120209122,ztfg,False,30,-1812.17881,857.45089
58598.44679,21.009626104276297,nan,1.1280832983238689,2.865362375475544,ztfg,False,30,310.69994,789.18633
58598.45895,20.95784876333338,nan,-2.4806994755805833,3.005318400018024,ztfg,False,30,-683.24137,827.73342
58598.48971,20.918586849590938,nan,3.5835926000035303,3.1159842643417015,ztfr,False,30,987.00336,858.21333
58599.2778,21.479693465981498,nan,-0.10911468595028297,1.85845739454975,ztfg,False,30,-30.05268,511.86167
58599.42541,20.84841524205237,nan,-4.13580287874931,3.3240220715526765,ztfr,False,30,-1139.0947,915.5117
58605.42019,20.749796868571217,nan,-7.228804520070896,3.6400826800798236,ztfr,False,30,-1990.97809,1002.56202
58605.46152,20.51454139432842,nan,-4.398259550965336,4.520780676241172,ztfi,False,30,-1211.38127,1245.12639
58605.48334,21.1535229563006,nan,1.7643631751096949,2.509694235494025,ztfg,False,30,485.94597,691.22719
58608.38002,20.4102208107452,nan,0.5765965615256351,4.976702400707283,ztfr,False,30,158.80788,1370.69766
58608.40272,21.078978811714236,nan,-3.620299428262732,2.6880569834403354,ztfg,False,30,-997.11326,740.35237
58612.4202,21.249958717648923,nan,-7.0094203784171345,2.2963945558821006,ztfr,False,30,-1930.55468,632.47958
58616.33793,20.17694512764772,nan,-7.278782069078779,6.169528071290898,ztfi,False,30,-2004.74305,1699.22913
58616.39707,21.11983031798618,nan,4.388731112034978,2.588796235896513,ztfr,False,30,1208.75692,713.01369
58616.46125,21.40364167573714,nan,-5.941491452821715,1.99330302285573,ztfg,False,30,-1636.42263,549.00124
58627.37789,20.83190162775127,nan,-5.6843544913407635,3.3749655534174687,ztfr,False,30,-1565.60123,929.5427
58627.45481,20.350231429177526,nan,2.3402369208438936,5.259414798213073,ztfi,False,30,644.55477,1448.56312
58632.33097,21.030117619410206,nan,-4.683837396787178,2.8117904263410485,ztfr,False,30,-1290.03594,774.43139
58632.33711,21.0768648836789,nan,-4.690359004806958,2.693295727769197,ztfg,False,30,-1291.83214,741.79524
58633.35507,21.04069682886875,nan,-3.431371254153834,2.784525914897614,ztfr,False,30,-945.07812,766.92212
58633.35552,21.14010649238757,nan,0.5016444343657531,2.5408989789112413,ztfr,False,30,138.16435,699.82169
58633.35597,21.18034706201852,nan,4.684457643028141,2.4484496119827113,ztfr,False,30,1290.20677,674.35902
58633.35642,21.09538724456957,nan,-1.8048486656083063,2.6477385451547235,ztfr,False,30,-497.0966,729.24775
58633.35686,21.078627081609604,nan,-1.2121733739662046,2.688927935078118,ztfr,False,30,-333.86027,740.59225
58633.35731,21.0489690723225,nan,-0.381899766974744,2.7633911776372524,ztfr,False,30,-105.18393,761.10113
58633.35777,21.09705788077583,nan,3.0501454326643542,2.6436675687734197,ztfr,False,30,840.07981,728.12651
58633.35822,21.114766645874838,nan,-0.6144086356913632,2.600898099463471,ztfr,False,30,-169.22219,716.34682
58633.35867,21.079313301470307,nan,0.8869345516003292,2.687228983936432,ztfr,False,30,244.28206,740.12432
58633.35912,21.103976594603594,nan,4.314831402924652,2.6268747004310256,ztfr,False,30,1188.40325,723.50137
58633.35957,21.037959405154666,nan,0.7521042814960662,2.7915552875769905,ztfr,False,30,207.14672,768.85817
58633.36002,21.122160053455627,nan,-3.6561426027530533,2.5832472413698504,ztfr,False,30,-1006.98529,711.48537
58633.36047,21.000176414114858,nan,0.278054323909923,2.8904098597009416,ztfr,False,30,76.58252,796.08498
58633.36093,21.04887394097591,nan,-3.3510025107260586,2.7636333143919787,ztfr,False,30,-922.94273,761.16782
58633.36138,21.071270851536017,nan,3.2288858907110423,2.707208188979683,ztfr,False,30,889.30902,745.62705
58633.36183,21.14332640325396,nan,-3.2930601910462958,2.533374730843213,ztfr,False,30,-906.98409,697.74934
58633.36228,21.120772481944762,nan,-0.0916783343714201,2.5865507433589814,ztfr,False,30,-25.25031,712.39523
58633.36273,21.120036577812595,nan,-1.167822699727733,2.588304482979132,ztfr,False,30,-321.64508,712.87825
58633.36318,21.116031516243865,nan,5.073529181895343,2.597869846947662,ztfr,False,30,1397.36597,715.51277
58633.36363,21.03018589791293,nan,0.6850690350126408,2.811613607328376,ztfr,False,30,188.68368,774.38269
58633.36409,21.068956763286756,nan,0.8815262498198901,2.712984361445215,ztfr,False,30,242.79249,747.21794
58633.36454,21.015289485518657,nan,-5.455783785053014,2.850455080394988,ztfr,False,30,-1502.64763,785.08052
58633.36499,21.021523845664987,nan,-3.964457412983151,2.8341345039862396,ztfr,False,30,-1091.90224,780.58546
58633.36544,21.084128300959676,nan,-0.2710564664057005,2.6753381050271003,ztfr,False,30,-74.65515,736.8493
58633.36589,21.113915150206473,nan,-3.431255722716806,2.602938670746891,ztfr,False,30,-945.0463,716.90884
58633.36634,21.10157666262918,nan,0.31636025684574937,2.632687616395701,ztfr,False,30,87.13285,725.10238
