MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
59025.322146,22.144,1.983,5,10,o,0,1.17,218.70164,8.16956,2645.94,9930.21,2.06,1.94,-2.9,-0.415,19.72,21.25,01a59025o0176o
59025.336936,20.887,0.575,16,9,o,0,1.17,218.70164,8.16956,2589.05,9850.91,2.16,2.04,-53.1,-0.401,19.67,21.31,01a59025o0207o
59025.369945,21.583,1.008,8,8,o,0,1.23,218.70164,8.16956,2570.91,9967.85,1.76,1.69,-41.7,-0.425,19.76,21.14,01a59025o0220o
59026.372747,21.056,0.676,14,9,c,0,1.09,218.70164,8.16956,5766.40,7087.03,2.55,2.29,42.8,-0.399,19.70,21.49,02a59026o0208c
59026.375963,22.621,2.462,3,8,c,0,1.51,218.70164,8.16956,5747.44,7048.11,2.43,2.29,46.2,-0.404,19.74,21.52,02a59026o0215c
59026.383350,20.504,0.453,23,10,c,0,1.04,218.70164,8.16956,5805.65,7125.82,2.38,2.32,57.0,-0.409,19.80,21.65,02a59026o0231c
59026.393577,20.424,0.339,25,8,c,0,1.41,218.70164,8.16956,5826.50,7009.36,2.39,2.34,61.7,-0.408,19.79,21.74,02a59026o0253c
59032.353838,20.199,0.540,30,16,o,0,1.18,218.70164,8.16956,6704.59,3355.97,2.41,2.01,-4.3,-0.359,18.98,19.34,01a59032o0246o
59032.357121,19.618,0.367,52,19,o,0,0.99,218.70164,8.16956,6723.97,3394.81,2.47,2.02,-6.2,-0.359,18.94,19.32,01a59032o0253o
59032.364026,-20.395,0.699,-25,18,o,0,1.50,218.70164,8.16956,6664.97,3318.37,2.39,2.00,-6.9,-0.366,18.91,19.25,01a59032o0268o
59032.376158,22.292,4.386,4,19,o,0,1.22,218.70164,8.16956,6641.83,3436.45,2.46,2.02,-7.1,-0.350,18.92,19.23,01a59032o0292o
59034.357539,19.251,0.287,72,21,o,0,1.49,218.70164,8.16956,5674.90,5159.50,2.38,1.94,48.0,-0.425,18.76,19.08,02a59034o0248o
59034.361246,20.308,0.799,27,22,o,0,0.89,218.70164,8.16956,5656.10,5121.33,2.37,1.96,48.6,-0.424,18.76,19.05,02a59034o0256o
59034.367205,-21.574,3.066,-8,26,o,0,0.99,218.70164,8.16956,5713.13,5198.38,2.40,1.92,52.0,-0.421,18.73,19.01,02a59034o0269o
59034.382362,20.191,0.919,30,28,o,0,0.77,218.70164,8.16956,5736.49,5079.40,2.43,1.95,46.8,-0.424,18.67,18.91,02a59034o0302o
59036.313217,20.027,0.422,35,15,o,0,1.04,218.70164,8.16956,6689.80,3353.39,2.04,1.92,-28.6,-0.407,19.32,19.82,01a59036o0159o
59036.316443,20.295,0.539,28,15,o,0,0.98,218.70164,8.16956,6709.69,3392.00,2.16,2.00,-22.2,-0.398,19.24,19.81,01a59036o0166o
59036.323814,21.186,1.021,12,12,o,0,1.46,218.70164,8.16956,6652.00,3315.63,2.14,1.92,-17.3,-0.393,19.26,19.78,01a59036o0182o
59036.334932,20.427,0.497,24,12,o,0,1.32,218.70164,8.16956,6634.47,3432.15,2.05,1.88,-23.5,-0.399,19.27,19.73,01a59036o0206o
59038.300243,20.221,0.306,30,9,o,0,1.55,218.70164,8.16956,5682.58,5154.23,2.27,2.07,47.2,-0.433,19.56,21.02,02a59038o0125o
59038.303504,22.297,2.324,4,10,o,0,0.98,218.70164,8.16956,5663.75,5116.79,2.29,2.12,47.3,-0.431,19.56,21.02,02a59038o0132o
59038.310442,20.583,0.369,21,8,o,0,1.65,218.70164,8.16956,5722.38,5194.14,2.21,2.00,48.0,-0.438,19.59,20.95,02a59038o0147o
59038.321580,21.487,1.091,9,10,o,0,1.61,218.70164,8.16956,5742.93,5078.52,2.34,2.11,43.0,-0.429,19.43,20.62,02a59038o0171o
59040.345075,21.439,1.094,10,11,o,0,1.21,218.70164,8.16956,4972.50,7332.46,2.36,2.32,-10.0,-0.382,19.60,21.20,01a59040o0230o
59040.348313,20.302,0.329,28,9,o,0,1.69,218.70164,8.16956,4992.50,7371.73,2.61,2.44,-23.4,-0.377,19.50,21.20,01a59040o0237o
59040.354851,20.584,0.399,21,8,o,0,2.26,218.70164,8.16956,4933.55,7295.10,2.33,2.19,-4.2,-0.394,19.62,21.16,01a59040o0251o
59040.365023,20.722,0.506,19,9,o,0,1.67,218.70164,8.16956,4913.65,7412.44,2.46,2.26,-4.6,-0.378,19.47,20.93,01a59040o0273o
59044.321058,20.862,0.549,16,9,o,0,1.34,218.70164,8.16956,4969.61,7330.18,2.07,2.04,-10.7,-0.398,19.73,21.29,01a59044o0181o
59044.325235,20.415,0.367,25,9,o,0,1.25,218.70164,8.16956,4988.37,7368.54,2.09,2.08,-68.4,-0.407,19.71,21.25,01a59044o0190o
59044.331222,20.399,0.459,25,12,o,0,1.31,218.70164,8.16956,4931.00,7292.17,2.50,2.35,-6.0,-0.381,19.34,20.99,01a59044o0203o
59044.345114,21.082,0.743,13,10,o,0,0.90,218.70164,8.16956,4909.91,7409.69,2.03,2.00,-31.7,-0.405,19.70,21.15,01a59044o0233o
59048.287804,-25.717,66.000,0,12,o,0,0.91,218.70164,8.16956,8854.71,7100.46,2.02,1.89,42.8,-0.412,19.62,20.77,01a59048o0106o
59048.291069,20.557,0.440,22,10,o,0,1.14,218.70164,8.16956,8875.23,7139.72,2.08,1.95,29.0,-0.408,19.66,20.88,01a59048o0113o
59048.299387,21.483,1.149,9,11,o,0,1.34,218.70164,8.16956,8815.33,7063.02,2.14,2.04,34.2,-0.400,19.63,20.88,01a59048o0131o
