MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
59364.322436,20.525,0.562,22,13,o,0,1.16,185.46033,4.48168,3193.27,613.15,1.93,1.79,65.1,-0.451,19.66,20.74,01a59364o0165o
59364.333067,21.558,1.083,9,9,o,0,1.48,185.46033,4.48168,3176.44,731.27,1.96,1.86,59.6,-0.439,19.68,20.83,01a59364o0188o
59366.353141,20.983,0.656,15,10,o,0,1.94,185.46033,4.48168,8749.36,1896.87,2.04,1.68,-54.0,-0.463,19.70,20.96,02a59366o0149o
59366.355920,20.487,0.467,23,11,o,0,1.40,185.46033,4.48168,8730.96,1858.33,2.05,1.68,-52.2,-0.467,19.67,20.93,02a59366o0155o
59366.361445,-24.113,12.333,-1,10,o,0,1.25,185.46033,4.48168,8789.35,1935.89,1.99,1.77,-52.6,-0.452,19.63,20.91,02a59366o0167o
59366.371552,22.414,2.279,4,9,o,0,2.31,185.46033,4.48168,8811.49,1819.18,2.05,1.67,-50.2,-0.476,19.64,20.85,02a59366o0189o
59368.335536,23.720,7.643,1,9,c,0,1.23,185.46033,4.48168,3450.26,4533.18,2.21,2.02,-84.4,-0.400,19.92,21.66,01a59368o0218c
59368.339221,20.780,0.526,18,9,c,0,1.49,185.46033,4.48168,3470.13,4571.79,2.20,2.03,-81.6,-0.399,19.95,21.66,01a59368o0226c
59368.346138,21.636,1.278,8,10,c,0,1.25,185.46033,4.48168,3412.36,4493.74,2.16,2.00,-80.6,-0.404,19.97,21.67,01a59368o0241c
59368.362263,20.552,0.460,22,10,c,0,1.18,185.46033,4.48168,3391.02,4610.52,2.22,2.07,-78.2,-0.396,19.93,21.64,01a59368o0276c
59370.321249,20.820,0.847,17,14,o,0,0.80,185.46033,4.48168,7198.73,7996.10,2.35,2.09,45.3,-0.429,19.56,20.85,02a59370o0179o
59370.324479,22.384,3.031,4,12,o,0,1.89,185.46033,4.48168,7179.83,7957.55,2.36,2.11,46.9,-0.429,19.56,20.81,02a59370o0186o
59370.330905,21.195,0.978,12,12,o,0,1.94,185.46033,4.48168,7239.06,8034.13,2.41,2.18,48.0,-0.425,19.51,20.79,02a59370o0200o
59370.341132,20.542,0.671,22,15,o,0,1.10,185.46033,4.48168,7258.28,7919.57,2.50,2.24,45.2,-0.419,19.47,20.74,02a59370o0222o
59372.303177,20.249,0.273,29,8,c,0,1.87,185.46033,4.48168,3443.65,4535.03,2.15,1.94,-87.7,-0.408,20.03,21.69,01a59372o0145c
59372.306438,21.885,1.407,6,9,c,0,1.29,185.46033,4.48168,3462.88,4573.83,2.14,1.94,-87.5,-0.404,20.01,21.69,01a59372o0152c
59372.316658,20.030,0.238,35,8,c,0,1.25,185.46033,4.48168,3404.76,4497.07,2.18,1.96,-88.4,-0.412,19.98,21.69,01a59372o0174c
59372.322651,22.346,2.360,4,10,c,0,1.03,185.46033,4.48168,3386.00,4612.25,2.20,1.98,-87.2,-0.411,19.97,21.69,01a59372o0187c
59374.289715,20.027,0.448,35,16,o,0,0.91,185.46033,4.48168,7202.08,7993.90,2.41,2.26,58.7,-0.426,19.53,20.84,02a59374o0109o
59374.293374,24.832,33.333,0,14,o,0,1.12,185.46033,4.48168,7182.41,7954.62,2.45,2.32,62.9,-0.420,19.46,20.84,02a59374o0117o
59374.298874,-21.377,1.342,-10,14,o,0,1.55,185.46033,4.48168,7240.00,8035.29,2.41,2.23,53.9,-0.428,19.49,20.81,02a59374o0129o
59374.310517,21.036,0.963,14,14,o,0,1.34,185.46033,4.48168,7258.75,7919.10,2.34,2.14,53.3,-0.435,19.52,20.80,02a59374o0154o
59376.311033,20.483,0.458,23,11,c,0,1.52,185.46033,4.48168,8098.64,6921.74,2.58,2.27,-88.8,-0.398,19.82,21.53,01a59376o0160c
59376.314267,20.775,0.682,18,12,c,0,0.97,185.46033,4.48168,8117.83,6959.80,2.51,2.22,-88.1,-0.393,19.83,21.53,01a59376o0167c
59376.320287,20.212,0.356,30,11,c,0,1.25,185.46033,4.48168,8058.93,6883.36,2.50,2.21,-87.2,-0.390,19.85,21.49,01a59376o0180c
59376.330917,19.751,0.225,46,10,c,0,1.17,185.46033,4.48168,8038.89,6999.68,2.51,2.22,-85.7,-0.396,19.78,21.44,01a59376o0203c
59378.340400,-25.003,41.667,0,15,o,0,0.99,185.46033,4.48168,2403.13,1688.52,2.22,2.11,-67.2,-0.438,19.42,20.59,02a59378o0020o
59378.344083,19.900,0.364,40,14,o,0,1.16,185.46033,4.48168,2382.09,1649.80,2.15,2.04,-63.7,-0.446,19.43,20.59,02a59378o0028o
59378.349592,20.677,0.697,20,14,o,0,1.29,185.46033,4.48168,2440.08,1727.71,2.19,2.06,-71.0,-0.443,19.43,20.60,02a59378o0040o
59378.360583,21.087,1.123,13,15,o,0,1.31,185.46033,4.48168,2457.67,1610.66,2.27,2.09,-56.8,-0.448,19.35,20.53,02a59378o0064o
59380.268543,20.307,0.342,27,9,c,0,1.47,185.46033,4.48168,8088.94,6920.56,2.31,2.11,88.9,-0.394,19.79,21.24,01a59380o0065c
59380.272228,20.770,0.563,18,10,c,0,1.13,185.46033,4.48168,8108.65,6958.62,2.41,2.06,-88.3,-0.411,19.81,21.25,01a59380o0073c
59380.278239,20.413,0.378,25,9,c,0,1.78,185.46033,4.48168,8050.62,6881.01,2.34,2.07,-88.0,-0.413,19.83,21.26,01a59380o0086c
59380.289380,20.467,0.440,24,10,c,0,1.08,185.46033,4.48168,8032.63,6996.97,2.45,2.07,-86.7,-0.414,19.78,21.23,01a59380o0110c
59382.266828,20.052,0.534,35,18,o,0,1.38,185.46033,4.48168,2390.52,1684.52,2.36,1.87,-54.6,-0.482,19.10,19.66,02a59382o0058o
59382.270044,21.196,1.545,12,19,o,0,1.23,185.46033,4.48168,2370.91,1645.23,2.40,1.87,-54.8,-0.479,19.05,19.66,02a59382o0065o
59382.277410,-21.444,1.951,-10,19,o,0,1.55,185.46033,4.48168,2429.61,1723.86,2.37,1.90,-52.7,-0.468,19.05,19.67,02a59382o0081o
59382.291637,22.807,6.833,3,19,o,0,1.36,185.46033,4.48168,2450.12,1605.83,2.30,1.85,-50.8,-0.476,19.16,19.78,02a59382o0112o
59386.312537,-19.233,2.295,-74,169,o,0,1.18,185.46033,4.48168,1377.37,8286.90,2.36,2.00,-57.3,-0.526,17.95,18.23,02a59386o0155o
59386.316205,-19.007,1.708,-91,155,o,0,1.04,185.46033,4.48168,1357.68,8247.94,2.31,2.09,-62.0,-0.465,17.91,18.30,02a59386o0163o
59386.321736,-23.032,43.667,-2,97,o,0,0.98,185.46033,4.48168,1415.94,8325.66,2.18,1.90,-55.6,-0.481,18.44,18.70,02a59386o0175o
59386.333673,19.717,1.738,47,82,o,0,1.19,185.46033,4.48168,1438.89,8206.33,2.52,2.34,-60.6,-0.451,18.13,18.43,02a59386o0201o
59388.269520,19.959,0.529,38,20,o,0,1.01,185.46033,4.48168,5849.13,10440.26,1.71,1.59,-89.3,-0.374,19.10,19.17,01a59388o0064o
