index,field,ccdid,qid,filter,pid,infobitssci,sciinpseeing,scibckgnd,scisigpix,zpmaginpsci,zpmaginpsciunc,zpmaginpscirms,clrcoeff,clrcoeffunc,ncalmatches,exptime,adpctdif1,adpctdif2,diffmaglim,zpdiff,programid,jd,rfid,forcediffimflux,forcediffimfluxunc,forcediffimsnr,forcediffimchisq,forcediffimfluxap,forcediffimfluxuncap,forcediffimsnrap,aperturecorr,dnearestrefsrc,nearestrefmag,nearestrefmagunc,nearestrefchi,nearestrefsharp,refjdstart,refjdend,procstatus,flux_corr,fluxerr_corr,mag,mag_err,islimit,lim,plot_mag,plot_err
168,586,1,3,ZTF_r,1324186620315,0,1.5599,128.762,5.98761,25.9974,2.0682e-06,0.0181718,0.0700227,6.12931e-06,1914,30.0,0.045959,0.065568,20.5146,25.9974,1,2459078.6866204,586120203,49.5696524941226,21.275396683883482,2.82793344960465,1.19056291806423,-43.9683436588913,37.7815377881738,-1.17159002980032,1.03691560831009,2.44231751376359,17.2039999008179,0.0670000016689301,5.26300001144409,0.398999989032745,2458186.977315,2458308.732083,0,20.9870939169681,32.18677841094993,22.69251923503541,1.6650797608769978,True,20.48078121383022,20.48078121383022,
169,586,1,3,ZTF_r,1324187550315,0,1.5484,128.599,6.01017,25.9981,2.0125e-06,0.0179484,0.0684701,5.95092e-06,1915,30.0,0.048213,0.055823,20.5014,25.9981,3,2459078.6875579,586120203,-8.66230687369516,19.13472777823905,-0.515427563822971,1.04761841404201,-68.9968926881707,36.8361473406798,-1.8856909786938,1.03872785632658,2.44231751376359,17.2039999008179,0.0670000016689301,5.26300001144409,0.398999989032745,2458186.977315,2458308.732083,0,-37.24486545084966,28.9482378215102,,-0.843850593158651,True,20.596619659475163,20.596619659475163,
172,586,1,3,ZTF_r,1325192750315,0,1.7657,122.038,6.20786,25.9455,3.921e-06,0.0249923,0.0722142,1.16753e-05,1921,30.0,0.048711,0.059436,20.2851,25.9455,3,2459079.6927546,586120203,22.3251301365825,23.52128283744191,1.07736945169559,1.04124690213476,2.27795499195356,42.430534515591,0.0540482738685188,1.05792058538798,2.44231751376359,17.2039999008179,0.0670000016689301,5.26300001144409,0.398999989032745,2458186.977315,2458308.732083,0,-6.257428440571999,35.58449837052958,,-6.174116132177834,True,20.319922869109238,20.319922869109238,
173,586,1,3,ZTF_r,1326187290315,0,1.6617,107.126,6.68018,25.8116,1.627e-06,0.0161177,0.0681792,4.84575e-06,1919,30.0,0.046141,0.051459,20.1496,25.8116,3,2459080.6872917,586120203,49.7972083324165,24.0626269106246,2.4659113193948,1.14741728472991,85.3350883137416,43.6643010210463,1.96750716338898,1.04351357438624,2.44231751376359,17.2039999008179,0.0670000016689301,5.26300001144409,0.398999989032745,2458186.977315,2458308.732083,0,21.214649755262002,36.40347824604051,22.495010334632955,1.8630171503030815,True,20.161317786157237,20.161317786157237,
176,586,1,3,ZTF_r,1327169680315,0,1.8942,112.071,6.20119,25.8464,1.7394e-06,0.0165975,0.0795573,5.16596e-06,1915,30.0,0.047259,0.058141,20.1267,25.8464,3,2459081.6696875,586120203,-47.1878839408931,27.010259536247073,-2.02143287554946,1.08194592681917,-145.938736549584,47.9632091155078,-3.06321543212406,1.05271012647414,2.44231751376359,17.2039999008179,0.0670000016689301,5.26300001144409,0.398999989032745,2458186.977315,2458308.732083,0,-75.7704425180476,40.86284507089818,,-0.5855157950662226,True,20.070653486528492,20.070653486528492,
179,586,1,3,ZTF_r,1328171530315,0,1.8797,109.985,6.20534,25.8638,2.0202e-06,0.0179868,0.0753843,5.98802e-06,1917,30.0,0.058103,0.063392,20.1458,25.8638,3,2459082.6715394,586120203,9.48112271675336,24.128908670207558,0.459385786159203,1.1045905629787,-49.6920016781252,42.0333487503362,-1.19016641918286,1.05043788788274,2.44231751376359,17.2039999008179,0.0670000016689301,5.26300001144409,0.398999989032745,2458186.977315,2458308.732083,0,-19.10143586040114,36.503753523633826,,-2.0748244001263765,True,20.210531180704443,20.210531180704443,
213,586,1,3,ZTF_r,1344154240315,0,2.0299,130.368,5.9124,26.0459,3.0444e-06,0.0215717,0.0732114,9.07964e-06,1905,30.0,0.05085,0.059109,20.2709,26.0459,1,2459098.6542477,586120203,-59.740339721972,27.425614917407067,-2.62645643893983,1.17491966806991,-53.8552432191232,44.3631605006264,-1.22213928784436,1.06012267240657,2.44231751376359,17.2039999008179,0.0670000016689301,5.26300001144409,0.398999989032745,2458186.977315,2458308.732083,0,-88.3228982991265,41.49122120948833,,-0.5100265020128646,True,20.253584445186046,20.253584445186046,
214,586,1,3,ZTF_r,1344155180315,0,1.9827,129.775,5.92021,26.0371,3.3971e-06,0.0230585,0.0780203,1.00945e-05,1909,30.0,0.049134,0.060478,20.2952,26.0371,2,2459098.6551852,586120203,38.9149101893154,28.101109904689075,1.65168712101039,1.14963729624144,81.7377335143758,46.1844806146641,1.78172928995202,1.05786231103357,2.44231751376359,17.2039999008179,0.0670000016689301,5.26300001144409,0.398999989032745,2458186.977315,2458308.732083,0,10.332351612160899,42.513153152586874,23.501602057780154,4.46718541047699,True,20.218366695926775,20.218366695926775,
218,586,1,3,ZTF_r,1345131050315,0,1.8904,119.382,6.89294,25.9216,2.4828e-06,0.0197494,0.0764508,7.35333e-06,1926,30.0,0.053812,0.060608,20.1125,25.9216,1,2459099.6310532,586120203,46.5784259240837,31.294011625191548,1.65454750325335,0.998623409309416,110.220954014246,55.5702938089831,1.99680964190163,1.07615827606684,2.44231751376359,17.2039999008179,0.0670000016689301,5.26300001144409,0.398999989032745,2458186.977315,2458308.732083,0,17.995867346929202,47.34357872315231,22.78366804203204,2.856262631236692,True,19.986022280770147,19.986022280770147,
219,586,1,3,ZTF_r,1345141490315,0,1.7685,120.43,5.99947,25.9224,2.0931e-06,0.018016,0.0781894,6.22455e-06,1916,30.0,0.046443,0.058329,20.3204,25.9224,3,2459099.6414931,586120203,10.2904138247998,23.058529643367404,0.511994235312128,1.06369735898325,-80.4986332979685,41.9412236960444,-1.93224682264946,1.05402197796656,2.44231751376359,17.2039999008179,0.0670000016689301,5.26300001144409,0.398999989032745,2458186.977315,2458308.732083,0,-18.2921447523547,34.88441579449384,,-2.070506807202394,True,20.318396353425584,20.318396353425584,
220,586,1,3,ZTF_r,1345142430315,0,2.011,121.576,5.9948,25.9325,2.257e-06,0.0186959,0.0781851,6.71707e-06,1914,30.0,0.049133,0.059767,20.2175,25.9325,2,2459099.6424306,586120203,24.0941325678109,27.0682750243956,1.06917122271508,1.16595956516125,90.6261188001183,45.6042086830404,2.00061559139239,1.0588437758155,2.44231751376359,17.2039999008179,0.0670000016689301,5.26300001144409,0.398999989032745,2458186.977315,2458308.732083,0,-4.488426009343602,40.95061460531322,,-9.905495196854213,True,20.154423928577405,20.154423928577405,
