# ZTF DR2 lightcurve of ZTF20abapyxl
# --------------- #
# mjd_max_init:   58995.43690 (phot: fclump)
# baseline_range: 58895.43690 => 59421.28618
# baseline_corr (applied): 
# field rcid filter  flux_offset err_scale n_obs
#  586   03   ztfg     -247.17     1.00      98
#  586   03   ztfr     -519.93     1.08     257
#  586   03   ztfi    -1126.04     1.00      48
#  1582  38   ztfg        0.00     1.00       0
#  1582  38   ztfr     -779.57     1.35       2
# --------------- #
mjd  filter  flux  flux_err  ZP  flag  mag  mag_err  mag_lim  field_id  rcid  flux_offset  err_scale  in_baseline  x_pos  y_pos  native_ZP  native_ZP_err  native_ZP_rms  chi2dof  filename  
 58340.16994        ztfr -4693.93924  1471.44689    30.00000          44    99.00000    99.00000    20.33321         586           3  -519.93452     1.07853           0  1631.42015  1277.51307    25.83191     0.00004     0.05455     1.00165 ztf_20180810169931_000586_zr_c01_o_q4_sciimg.fits
 58340.32381        ztfg    79.58838  1879.52742    30.00000           4    99.00000    99.00000    20.06745         586           3  -247.17384     1.00000           0  1643.18552  1225.82539    24.96708     0.00001     0.03277     1.00152 ztf_20180810323808_000586_zg_c01_o_q4_sciimg.fits
 58343.16567        ztfr   408.96275   848.56681    30.00000           0    99.00000    99.00000    20.93086         586           3  -519.93452     1.07853           1  1635.84318  1222.60949    25.95108     0.00000     0.01622     1.00338 ztf_20180813165671_000586_zr_c01_o_q4_sciimg.fits
 58343.18502        ztfg   230.18013   747.69695    30.00000          32    99.00000    99.00000    21.06826         586           3  -247.17384     1.00000           1  1636.37993  1218.64211    26.00489     0.00000     0.02047     1.00315 ztf_20180813185023_000586_zg_c01_o_q4_sciimg.fits
 58344.32708        ztfi  1867.76571  2669.27204    30.00000          32    99.00000    99.00000    19.68659         586           3 -1126.04243     1.00000           1  1642.92073  1308.71539    25.14836     0.00000     0.02599     1.00147 ztf_20180814327060_000586_zi_c01_o_q4_sciimg.fits
 58346.16402        ztfg   680.96902   818.08904    30.00000           0    99.00000    99.00000    20.97057         586           3  -247.17384     1.00000           1  1642.65230  1216.80920    25.99644     0.00000     0.02082     1.00309 ztf_20180816164016_000586_zg_c01_o_q4_sciimg.fits
 58346.18440        ztfr -2352.59724   845.55415    30.00000           0    99.00000    99.00000    20.93472         586           3  -519.93452     1.07853           0  1643.72871  1213.41453    25.94875     0.00000     0.01604     1.00173 ztf_20180816184398_000586_zr_c01_o_q4_sciimg.fits
 58348.18487        ztfi  2554.33063  1771.03639    30.00000          32    99.00000    99.00000    20.13201         586           3 -1126.04243     1.00000           1  1637.14204  1047.45454    25.22471     0.00000     0.02407     1.00143 ztf_20180818184861_000586_zi_c01_o_q4_sciimg.fits
 58348.18579        ztfi  3097.39231  1886.28844    30.00000          32    99.00000    99.00000    20.06355         586           3 -1126.04243     1.00000           1  1637.04443  1047.61906    25.22694     0.00000     0.02333     1.00134 ztf_20180818185775_000586_zi_c01_o_q4_sciimg.fits
 58350.16924        ztfr  2221.43505  1186.12846    30.00000         128    99.00000    99.00000    20.56725         586           3  -519.93452     1.07853           0  1640.81672  1049.46139    25.98594     0.00000     0.02043     1.00140 ztf_20180820169225_000586_zr_c01_o_q4_sciimg.fits
